,Beta,Gini,Total,Group_probs,Group,Time Window Size
16,0.999,0.0001255955802970823,0.2743310429658707,"{0: 0.2743116716375579, 1: 0.27444951559706837}",PhysicalDisability,30
17,0.9995,0.0001255955802970823,0.2743310429658707,"{0: 0.2743116716375579, 1: 0.27444951559706837}",PhysicalDisability,30
18,0.9999,0.0001255955802970823,0.2743310429658707,"{0: 0.2743116716375579, 1: 0.27444951559706837}",PhysicalDisability,30
19,1.0,0.0001255955802970823,0.2743310429658707,"{0: 0.2743116716375579, 1: 0.27444951559706837}",PhysicalDisability,30
0,0.0,0.012744641646177677,0.21498977117138132,"{0: 0.21558482034827925, 1: 0.20486778478502757}",ReceivePhysicalDisabilityServices,30
1,0.05,0.0021265845823024267,0.2169261668487897,"{0: 0.21682332309911906, 1: 0.21867557357768427}",ReceivePhysicalDisabilityServices,30
2,0.1,0.0012632644403554785,0.21898974867081866,"{0: 0.21892816965525005, 1: 0.22003722841109746}",ReceivePhysicalDisabilityServices,30
3,0.15,0.003801800670873906,0.2209874756860938,"{0: 0.22079961294733447, 1: 0.2241830839787361}",ReceivePhysicalDisabilityServices,30
4,0.2,0.0022620690922042627,0.22212401788959224,"{0: 0.2220119736050317, 1: 0.22402992880758282}",ReceivePhysicalDisabilityServices,30
5,0.25,0.004567990300411319,0.22359886715650676,"{0: 0.22337016279147617, 1: 0.22748920523143262}",ReceivePhysicalDisabilityServices,30
6,0.3,0.0014062375804150872,0.22548248285124906,"{0: 0.22541188412743488, 1: 0.22668339085866196}",ReceivePhysicalDisabilityServices,30
7,0.4,0.004182782038488677,0.23852835869332323,"{0: 0.23830511192985407, 1: 0.24232586113238622}",ReceivePhysicalDisabilityServices,30
8,0.5,0.0029518317130553784,0.25183613794387705,"{0: 0.25167016662853303, 1: 0.25465936577051707}",ReceivePhysicalDisabilityServices,30
9,0.6,0.00012065253817703047,0.27665982905405156,"{0: 0.2766524140069324, 1: 0.2767859614963905}",ReceivePhysicalDisabilityServices,30
10,0.7,0.0002470560733088268,0.2768235649329616,"{0: 0.2768083689928832, 1: 0.2770820529782743}",ReceivePhysicalDisabilityServices,30
11,0.75,0.00028068229264734346,0.27689614067311835,"{0: 0.2768788708903503, 1: 0.27718990547922173}",ReceivePhysicalDisabilityServices,30
12,0.8,0.00027607982772090515,0.2769348068244697,"{0: 0.276917817988604, 1: 0.2772237926293888}",ReceivePhysicalDisabilityServices,30
13,0.9,0.0003861160747544724,0.276955399983422,"{0: 0.27693163354337874, 1: 0.2773596751121159}",ReceivePhysicalDisabilityServices,30
14,0.95,0.0003755293202573777,0.27697582324659775,"{0: 0.27695270717945514, 1: 0.2773690353137799}",ReceivePhysicalDisabilityServices,30
15,0.99,0.00037403054914881065,0.27699375193809184,"{0: 0.2769707267003017, 1: 0.277385418967478}",ReceivePhysicalDisabilityServices,30
16,0.999,0.00037403054914881065,0.27699375193809184,"{0: 0.2769707267003017, 1: 0.277385418967478}",ReceivePhysicalDisabilityServices,30
17,0.9995,0.00037403054914881065,0.27699375193809184,"{0: 0.2769707267003017, 1: 0.277385418967478}",ReceivePhysicalDisabilityServices,30
18,0.9999,0.00037403054914881065,0.27699375193809184,"{0: 0.2769707267003017, 1: 0.277385418967478}",ReceivePhysicalDisabilityServices,30
19,1.0,0.00037403054914881065,0.27699375193809184,"{0: 0.2769707267003017, 1: 0.277385418967478}",ReceivePhysicalDisabilityServices,30
0,0.0,0.03053066074862118,0.21498977117138132,"{0: 0.21445552098299583, 1: 0.24234858325301042}",HasDevelopmentalDisability,30
1,0.05,0.01642809580681983,0.2151987147371926,"{0: 0.2149190230827773, 1: 0.22952165103240077}",HasDevelopmentalDisability,30
2,0.1,0.0159440816758484,0.21524351273570413,"{0: 0.21497226576719214, 1: 0.22913399887976624}",HasDevelopmentalDisability,30
3,0.15,0.015572728976773068,0.21528820649628339,"{0: 0.21502341722512947, 1: 0.22884799565166478}",HasDevelopmentalDisability,30
4,0.2,0.015572728976773068,0.21528820649628339,"{0: 0.21502341722512947, 1: 0.22884799565166478}",HasDevelopmentalDisability,30
5,0.25,0.015547184658839811,0.21529625696850144,"{0: 0.21503190554125765, 1: 0.2288336242520379}",HasDevelopmentalDisability,30
6,0.3,0.015514379327136882,0.21530848191700827,"{0: 0.21504469046327782, 1: 0.22881717310373484}",HasDevelopmentalDisability,30
7,0.4,0.0036595545437697235,0.23212518875261262,"{0: 0.23205964569969312, 1: 0.2354816313090476}",HasDevelopmentalDisability,30
8,0.5,0.0017003917885796054,0.24924583767899644,"{0: 0.24921326090428297, 1: 0.25091408577134566}",HasDevelopmentalDisability,30
9,0.6,0.004568429376958046,0.282153956512182,"{0: 0.2820543255131174, 1: 0.28725603385379406}",HasDevelopmentalDisability,30
10,0.7,0.0011121134110817705,0.2860054455215974,"{0: 0.2859810246128943, 1: 0.28725603385379406}",HasDevelopmentalDisability,30
11,0.75,0.0011121134110817705,0.2860054455215974,"{0: 0.2859810246128943, 1: 0.28725603385379406}",HasDevelopmentalDisability,30
12,0.8,0.0011121134110817705,0.2860054455215974,"{0: 0.2859810246128943, 1: 0.28725603385379406}",HasDevelopmentalDisability,30
13,0.9,0.0011088861271131495,0.2860231061532213,"{0: 0.28599875476035996, 1: 0.2872701345973887}",HasDevelopmentalDisability,30
14,0.95,0.0011031885060507449,0.2860458795645405,"{0: 0.2860216516298979, 1: 0.2872865857456918}",HasDevelopmentalDisability,30
15,0.99,0.0011031885060507449,0.2860458795645405,"{0: 0.2860216516298979, 1: 0.2872865857456918}",HasDevelopmentalDisability,30
16,0.999,0.0011031885060507449,0.2860458795645405,"{0: 0.2860216516298979, 1: 0.2872865857456918}",HasDevelopmentalDisability,30
17,0.9995,0.0011031885060507449,0.2860458795645405,"{0: 0.2860216516298979, 1: 0.2872865857456918}",HasDevelopmentalDisability,30
18,0.9999,0.0011031885060507449,0.2860458795645405,"{0: 0.2860216516298979, 1: 0.2872865857456918}",HasDevelopmentalDisability,30
19,1.0,0.0011031885060507449,0.2860458795645405,"{0: 0.2860216516298979, 1: 0.2872865857456918}",HasDevelopmentalDisability,30
0,0.0,0.024039023264637728,0.21498977117138132,"{0: 0.21491190601273724, 1: 0.23662071224270811}",ReceiveDevelopmentalDisabilityServices,30
1,0.05,0.004828227140882006,0.2150830478022954,"{0: 0.21506800444242877, 1: 0.21926209317324866}",ReceiveDevelopmentalDisabilityServices,30
2,0.1,0.0047310546911341345,0.21509105676860152,"{0: 0.21507631849239334, 1: 0.2191853498992413}",ReceiveDevelopmentalDisabilityServices,30
3,0.15,0.0047310546911341345,0.21509105676860152,"{0: 0.21507631849239334, 1: 0.2191853498992413}",ReceiveDevelopmentalDisabilityServices,30
4,0.2,0.0047310546911341345,0.21509105676860152,"{0: 0.21507631849239334, 1: 0.2191853498992413}",ReceiveDevelopmentalDisabilityServices,30
5,0.25,0.0047310546911341345,0.21509105676860152,"{0: 0.21507631849239334, 1: 0.2191853498992413}",ReceiveDevelopmentalDisabilityServices,30
6,0.3,0.0047310546911341345,0.21509105676860152,"{0: 0.21507631849239334, 1: 0.2191853498992413}",ReceiveDevelopmentalDisabilityServices,30
7,0.4,0.0035473134427365365,0.23199240682726832,"{0: 0.2319805160447519, 1: 0.23529566621031994}",ReceiveDevelopmentalDisabilityServices,30
8,0.5,0.002078938158880701,0.2457930671512122,"{0: 0.24578570550535356, 1: 0.24783813237074107}",ReceiveDevelopmentalDisabilityServices,30
9,0.6,0.0027609583463867045,0.27084470130136923,"{0: 0.27083391345121666, 1: 0.27384156607374993}",ReceiveDevelopmentalDisabilityServices,30
10,0.7,0.0027592843172088506,0.27085327424536804,"{0: 0.2708424926309034, 1: 0.2738484067436445}",ReceiveDevelopmentalDisabilityServices,30
11,0.75,0.0027592843172088506,0.27085327424536804,"{0: 0.2708424926309034, 1: 0.2738484067436445}",ReceiveDevelopmentalDisabilityServices,30
12,0.8,0.0027592843172088506,0.27085327424536804,"{0: 0.2708424926309034, 1: 0.2738484067436445}",ReceiveDevelopmentalDisabilityServices,30
13,0.9,0.0027592843172088506,0.27085327424536804,"{0: 0.2708424926309034, 1: 0.2738484067436445}",ReceiveDevelopmentalDisabilityServices,30
14,0.95,0.0027592843172088506,0.27085327424536804,"{0: 0.2708424926309034, 1: 0.2738484067436445}",ReceiveDevelopmentalDisabilityServices,30
15,0.99,0.0027592843172088506,0.27085327424536804,"{0: 0.2708424926309034, 1: 0.2738484067436445}",ReceiveDevelopmentalDisabilityServices,30
16,0.999,0.0027592843172088506,0.27085327424536804,"{0: 0.2708424926309034, 1: 0.2738484067436445}",ReceiveDevelopmentalDisabilityServices,30
17,0.9995,0.0027592843172088506,0.27085327424536804,"{0: 0.2708424926309034, 1: 0.2738484067436445}",ReceiveDevelopmentalDisabilityServices,30
18,0.9999,0.0027592843172088506,0.27085327424536804,"{0: 0.2708424926309034, 1: 0.2738484067436445}",ReceiveDevelopmentalDisabilityServices,30
19,1.0,0.0027592843172088506,0.27085327424536804,"{0: 0.2708424926309034, 1: 0.2738484067436445}",ReceiveDevelopmentalDisabilityServices,30
0,0.0,0.02237821116466896,0.21498977117138132,"{0: 0.2197093501189116, 1: 0.20088504953849057}",HasChronicHealthCondition,30
1,0.05,0.002307201001825746,0.21831758777110283,"{0: 0.21781127505616146, 1: 0.21983073120674307}",HasChronicHealthCondition,30
2,0.1,0.0025490972202975946,0.223720125864131,"{0: 0.22314674771349088, 1: 0.22543369804823302}",HasChronicHealthCondition,30
3,0.15,0.00144650576128129,0.2281321021586859,"{0: 0.22780068283494564, 1: 0.22912256706182374}",HasChronicHealthCondition,30
4,0.2,0.0018713822085408784,0.2312095833816395,"{0: 0.23077484910750937, 1: 0.23250881070446905}",HasChronicHealthCondition,30
5,0.25,0.002245854302131326,0.23899145433493985,"{0: 0.2384519660702259, 1: 0.24060374472834098}",HasChronicHealthCondition,30
6,0.3,0.0010467876209678088,0.24360080148641874,"{0: 0.24334480427474128, 1: 0.24436586325350632}",HasChronicHealthCondition,30
7,0.4,0.0005832050291497709,0.2543468971940084,"{0: 0.25419804860182477, 1: 0.25479173941013367}",HasChronicHealthCondition,30
8,0.5,0.0005387446036245799,0.2688853664607888,"{0: 0.2687400121677811, 1: 0.2693197657713654}",HasChronicHealthCondition,30
9,0.6,0.00015840746852192935,0.273928890251365,"{0: 0.2738853664827419, 1: 0.2740589634311271}",HasChronicHealthCondition,30
10,0.7,0.000901657327248689,0.27574573420415366,"{0: 0.27549616824145556, 1: 0.27649157582944156}",HasChronicHealthCondition,30
11,0.75,0.0006952879139625024,0.2763868337755949,"{0: 0.2761939802306591, 1: 0.27696318721675495}",HasChronicHealthCondition,30
12,0.8,0.0001434729983242855,0.2773499038850567,"{0: 0.2773898045805189, 1: 0.2772306584589903}",HasChronicHealthCondition,30
13,0.9,0.00016068701269541193,0.2784010967320628,"{0: 0.2784459533511173, 1: 0.27826704025537463}",HasChronicHealthCondition,30
14,0.95,0.0012225325748662667,0.27904733547010524,"{0: 0.27870479455305336, 1: 0.28007103786741744}",HasChronicHealthCondition,30
15,0.99,0.0015409004238283043,0.27949762076378526,"{0: 0.27906504230893747, 1: 0.2807904053019499}",HasChronicHealthCondition,30
16,0.999,0.001516036043839345,0.27956726981907104,"{0: 0.279141576079544, 1: 0.28083947900629863}",HasChronicHealthCondition,30
17,0.9995,0.001516036043839345,0.27956726981907104,"{0: 0.279141576079544, 1: 0.28083947900629863}",HasChronicHealthCondition,30
18,0.9999,0.001516036043839345,0.27956726981907104,"{0: 0.279141576079544, 1: 0.28083947900629863}",HasChronicHealthCondition,30
19,1.0,0.001516036043839345,0.27956726981907104,"{0: 0.279141576079544, 1: 0.28083947900629863}",HasChronicHealthCondition,30
0,0.0,0.030614910197864508,0.21498977117138132,"{0: 0.2185685488377224, 1: 0.1933470318160872}",ReceiveChronicHealthServices,30
1,0.05,0.0014771947739591537,0.21876444650898227,"{0: 0.2185806412482623, 1: 0.21987601300480278}",ReceiveChronicHealthServices,30
2,0.1,0.0019632051682348605,0.22137741250087878,"{0: 0.221130043360759, 1: 0.22287338300346346}",ReceiveChronicHealthServices,30
3,0.15,0.0014152682506700562,0.22272666363774823,"{0: 0.22254739025880066, 1: 0.22381082347544842}",ReceiveChronicHealthServices,30
4,0.2,0.0009684024051718292,0.2236667829677654,"{0: 0.2235436756947638, 1: 0.2244112770019641}",ReceiveChronicHealthServices,30
5,0.25,0.0018452771865517957,0.22619363066011172,"{0: 0.22595610258745538, 1: 0.22763008708332427}",ReceiveChronicHealthServices,30
6,0.3,0.001807457709809913,0.2295137258654433,"{0: 0.22927766381253586, 1: 0.23094131650087252}",ReceiveChronicHealthServices,30
7,0.4,0.0007994772387292631,0.23904471736024385,"{0: 0.238936123219218, 1: 0.239701442898642}",ReceiveChronicHealthServices,30
8,0.5,0.0017895991265079493,0.2576726290953238,"{0: 0.2574102300315624, 1: 0.2592594934030658}",ReceiveChronicHealthServices,30
9,0.6,0.0001578459045685345,0.27296052240239377,"{0: 0.2729360624915403, 1: 0.2731084442697491}",ReceiveChronicHealthServices,30
10,0.7,0.0003736952674799665,0.2735636275031571,"{0: 0.2735055735240149, 1: 0.2739147102627622}",ReceiveChronicHealthServices,30
11,0.75,0.0006008449145728765,0.27375868673748205,"{0: 0.2736652478311726, 1: 0.27432376064914704}",ReceiveChronicHealthServices,30
12,0.8,0.000675127237855374,0.2708969839502079,"{0: 0.27079307965510613, 1: 0.27152534753868496}",ReceiveChronicHealthServices,30
13,0.9,6.980376525107923e-05,0.27096747202919624,"{0: 0.2709567355239545, 1: 0.27103240128890393}",ReceiveChronicHealthServices,30
14,0.95,0.0003213225205749332,0.27102263028376006,"{0: 0.2709731798432629, 1: 0.27132168294767656}",ReceiveChronicHealthServices,30
15,0.99,0.0003174465920079081,0.2711254815290137,"{0: 0.2710766093124308, 1: 0.27142103737065454}",ReceiveChronicHealthServices,30
16,0.999,0.0003433301583745517,0.2711415669767456,"{0: 0.27108870478124963, 1: 0.2714612523066358}",ReceiveChronicHealthServices,30
17,0.9995,0.0003433301583745517,0.2711415669767456,"{0: 0.27108870478124963, 1: 0.2714612523066358}",ReceiveChronicHealthServices,30
18,0.9999,0.0003433301583745517,0.2711415669767456,"{0: 0.27108870478124963, 1: 0.2714612523066358}",ReceiveChronicHealthServices,30
19,1.0,0.0003433301583745517,0.2711415669767456,"{0: 0.27108870478124963, 1: 0.2714612523066358}",ReceiveChronicHealthServices,30
0,0.0,0.009531751582748898,0.21498977117138132,"{0: 0.21502497479955174, 1: 0.2069800800996252}",HasHIVAIDS,30
1,0.05,0.012088602303937324,0.21531022235926525,"{0: 0.2152635453875321, 1: 0.22593038122294523}",HasHIVAIDS,30
2,0.1,0.012088601089311812,0.2153102234011561,"{0: 0.21526354643400217, 1: 0.22593038122294523}",HasHIVAIDS,30
3,0.15,0.012088601089311812,0.2153102234011561,"{0: 0.21526354643400217, 1: 0.22593038122294523}",HasHIVAIDS,30
4,0.2,0.012088601089311812,0.2153102234011561,"{0: 0.21526354643400217, 1: 0.22593038122294523}",HasHIVAIDS,30
5,0.25,0.012088601089311812,0.2153102234011561,"{0: 0.21526354643400217, 1: 0.22593038122294523}",HasHIVAIDS,30
6,0.3,0.012088601089311812,0.2153102234011561,"{0: 0.21526354643400217, 1: 0.22593038122294523}",HasHIVAIDS,30
7,0.4,0.012088601089311812,0.2153102234011561,"{0: 0.21526354643400217, 1: 0.22593038122294523}",HasHIVAIDS,30
8,0.5,0.011845053084367972,0.23059478516114987,"{0: 0.2305458260372875, 1: 0.24173418975272518}",HasHIVAIDS,30
9,0.6,0.006577099620883521,0.24703835914045086,"{0: 0.24700954365712388, 1: 0.25359459017480124}",HasHIVAIDS,30
10,0.7,0.006577099620883521,0.24703835914045086,"{0: 0.24700954365712388, 1: 0.25359459017480124}",HasHIVAIDS,30
11,0.75,0.006577099620883521,0.24703835914045086,"{0: 0.24700954365712388, 1: 0.25359459017480124}",HasHIVAIDS,30
12,0.8,0.006577099620883521,0.24703835914045086,"{0: 0.24700954365712388, 1: 0.25359459017480124}",HasHIVAIDS,30
13,0.9,0.006577099620883521,0.24703835914045086,"{0: 0.24700954365712388, 1: 0.25359459017480124}",HasHIVAIDS,30
14,0.95,0.006577099620883521,0.24703835914045086,"{0: 0.24700954365712388, 1: 0.25359459017480124}",HasHIVAIDS,30
15,0.99,0.006577099620883521,0.24703835914045086,"{0: 0.24700954365712388, 1: 0.25359459017480124}",HasHIVAIDS,30
16,0.999,0.006577099620883521,0.24703835914045086,"{0: 0.24700954365712388, 1: 0.25359459017480124}",HasHIVAIDS,30
17,0.9995,0.006577099620883521,0.24703835914045086,"{0: 0.24700954365712388, 1: 0.25359459017480124}",HasHIVAIDS,30
18,0.9999,0.006577099620883521,0.24703835914045086,"{0: 0.24700954365712388, 1: 0.25359459017480124}",HasHIVAIDS,30
19,1.0,0.006577099620883521,0.24703835914045086,"{0: 0.24700954365712388, 1: 0.25359459017480124}",HasHIVAIDS,30
0,0.0,0.006451455014048001,0.21498977117138132,"{0: 0.21378496645879583, 1: 0.21937397733847713}",HasMentalHealthProblem,30
1,0.05,0.005916274287036846,0.2189167569499846,"{0: 0.217792405250855, 1: 0.22300819982185896}",HasMentalHealthProblem,30
2,0.1,0.0045605795695673,0.22306174867543382,"{0: 0.22217999732423116, 1: 0.22627038462398655}",HasMentalHealthProblem,30
3,0.15,0.003563734850773352,0.22618876766910467,"{0: 0.2254908847428657, 1: 0.2287283183507763}",HasMentalHealthProblem,30
4,0.2,0.003607249894901211,0.22942475091796227,"{0: 0.22870820464330024, 1: 0.23203221631344617}",HasMentalHealthProblem,30
5,0.25,0.00363228688257954,0.23322357087118742,"{0: 0.23249008331689117, 1: 0.23589268448390946}",HasMentalHealthProblem,30
6,0.3,0.005009126874394514,0.23841584091640491,"{0: 0.23738017191184488, 1: 0.24218457321752423}",HasMentalHealthProblem,30
7,0.4,0.003645236774610346,0.2560402956164191,"{0: 0.25523216668584925, 1: 0.25898102435378406}",HasMentalHealthProblem,30
8,0.5,0.003151978069062437,0.270234241272322,"{0: 0.26949714284356846, 1: 0.2729164946228777}",HasMentalHealthProblem,30
9,0.6,0.0021419277197612554,0.27890155349649476,"{0: 0.2783851881597059, 1: 0.28078057344916885}",HasMentalHealthProblem,30
10,0.7,0.0018910791250934954,0.2800480694354165,"{0: 0.2795904342712675, 1: 0.2817133741009639}",HasMentalHealthProblem,30
11,0.75,0.0008132651746689392,0.28049091905406415,"{0: 0.2802940421803839, 1: 0.28120734122168256}",HasMentalHealthProblem,30
12,0.8,0.0006097591822824474,0.2810071537917669,"{0: 0.28085930464842285, 1: 0.28154516723019224}",HasMentalHealthProblem,30
13,0.9,0.0003164999117762714,0.2820270136232148,"{0: 0.2819500186432661, 1: 0.2823071933589017}",HasMentalHealthProblem,30
14,0.95,0.0002079801634637551,0.2823925566191616,"{0: 0.28234190193265973, 1: 0.282576885736266}",HasMentalHealthProblem,30
15,0.99,0.00012133901903373178,0.28269810856577554,"{0: 0.2826685267358832, 1: 0.2828057549251343}",HasMentalHealthProblem,30
16,0.999,0.00010911592552369535,0.2828014407809249,"{0: 0.282774829525036, 1: 0.2828982774142511}",HasMentalHealthProblem,30
17,0.9995,0.00010911592552369535,0.2828014407809249,"{0: 0.282774829525036, 1: 0.2828982774142511}",HasMentalHealthProblem,30
18,0.9999,0.00010911592552369535,0.2828014407809249,"{0: 0.282774829525036, 1: 0.2828982774142511}",HasMentalHealthProblem,30
19,1.0,0.00010911592552369535,0.2828014407809249,"{0: 0.282774829525036, 1: 0.2828982774142511}",HasMentalHealthProblem,30
0,0.0,0.005208045470971573,0.21498977117138132,"{0: 0.214597965010948, 1: 0.21911556457789655}",ReceiveMentalHealthServices,30
1,0.05,0.004948602057044735,0.21816671871684135,"{0: 0.21778909271666388, 1: 0.22214319233822996}",ReceiveMentalHealthServices,30
2,0.1,0.007656563903728717,0.22281307237828682,"{0: 0.2222136540433366, 1: 0.22912506147857734}",ReceiveMentalHealthServices,30
3,0.15,0.008538442863742843,0.22326917839835766,"{0: 0.2225983605512924, 1: 0.2303330179442534}",ReceiveMentalHealthServices,30
4,0.2,0.007079730187509226,0.22587486613061103,"{0: 0.2253135328015077, 1: 0.2317858128740476}",ReceiveMentalHealthServices,30
5,0.25,0.007731215460464258,0.22918807400163066,"{0: 0.2285654160758059, 1: 0.2357447804149266}",ReceiveMentalHealthServices,30
6,0.3,0.0071030448072147865,0.2307949853268333,"{0: 0.23021951349124245, 1: 0.23685481323329052}",ReceiveMentalHealthServices,30
7,0.4,0.0009252344488834859,0.2458956488649624,"{0: 0.24581660085980406, 1: 0.24672803939736176}",ReceiveMentalHealthServices,30
8,0.5,0.004654659406061573,0.26339152798561705,"{0: 0.2629629125079097, 1: 0.26790493050562686}",ReceiveMentalHealthServices,30
9,0.6,0.000783694364122314,0.2880254728285181,"{0: 0.287947064149133, 1: 0.2888511311388993}",ReceiveMentalHealthServices,30
10,0.7,0.0008155132194853699,0.2883372312260544,"{0: 0.2882555464504467, 1: 0.2891973874529043}",ReceiveMentalHealthServices,30
11,0.75,0.0008123995074153725,0.2883561369893614,"{0: 0.28827475917845896, 1: 0.28921306081946835}",ReceiveMentalHealthServices,30
12,0.8,0.0009418898796423536,0.28847298841438834,"{0: 0.28837858112326964, 1: 0.2894671151498988}",ReceiveMentalHealthServices,30
13,0.9,0.0003213359620562577,0.28797110483001453,"{0: 0.2879389857927241, 1: 0.28830932440300416}",ReceiveMentalHealthServices,30
14,0.95,3.502758740529831e-05,0.2891651186737985,"{0: 0.2891686322914582, 1: 0.28912811961141127}",ReceiveMentalHealthServices,30
15,0.99,0.0001664527034537105,0.28919783679713296,"{0: 0.28918113247221966, 1: 0.28937373651629855}",ReceiveMentalHealthServices,30
16,0.999,0.0001227851273890887,0.28924283684397856,"{0: 0.28923051374163083, 1: 0.2893726014560454}",ReceiveMentalHealthServices,30
17,0.9995,0.0001227851273890887,0.28924283684397856,"{0: 0.28923051374163083, 1: 0.2893726014560454}",ReceiveMentalHealthServices,30
18,0.9999,0.0001227851273890887,0.28924283684397856,"{0: 0.28923051374163083, 1: 0.2893726014560454}",ReceiveMentalHealthServices,30
19,1.0,0.0001227851273890887,0.28924283684397856,"{0: 0.28923051374163083, 1: 0.2893726014560454}",ReceiveMentalHealthServices,30
0,0.0,0.030748065266219173,0.21498977117138132,"{0: 0.21453798408512678, 3: 0.23600651662078098, 2: 0.20279820286977093, 1: 0.2226538381887117}",HasSubstanceAbuseProblem,30
1,0.05,0.014649804927574181,0.2177771273405202,"{0: 0.21537314231084784, 3: 0.23183302358094043, 2: 0.22474646245985672, 1: 0.2281097730630563}",HasSubstanceAbuseProblem,30
2,0.1,0.019179397262552383,0.21986874411355814,"{0: 0.2156970377962769, 3: 0.2386252295703934, 2: 0.23537262741154913, 1: 0.23773850665152482}",HasSubstanceAbuseProblem,30
3,0.15,0.028977854279265428,0.22182864899930385,"{0: 0.21477251529888025, 3: 0.250546208183473, 2: 0.2499120004948187, 1: 0.25192941343831593}",HasSubstanceAbuseProblem,30
4,0.2,0.03333515773136119,0.22419490777252704,"{0: 0.2156935809819799, 3: 0.25962702479661487, 2: 0.2582562640882703, 1: 0.25877702740836916}",HasSubstanceAbuseProblem,30
5,0.25,0.03594289890764097,0.22593010433509106,"{0: 0.21679636385889597, 3: 0.2646302336346661, 2: 0.26205364012732524, 1: 0.26329816872705475}",HasSubstanceAbuseProblem,30
6,0.3,0.036507090158279326,0.22746897810812394,"{0: 0.21784367780394986, 3: 0.26730701071025553, 2: 0.26639618211433946, 1: 0.2661705712133541}",HasSubstanceAbuseProblem,30
7,0.4,0.041976071235857206,0.23101038590526154,"{0: 0.21961379243058107, 3: 0.2783717978828092, 2: 0.2770357243449205, 1: 0.27671817392436343}",HasSubstanceAbuseProblem,30
8,0.5,0.031374876497998735,0.23751262837203432,"{0: 0.22904564082114617, 3: 0.2723425846676988, 2: 0.27148159166447866, 1: 0.27248932861268893}",HasSubstanceAbuseProblem,30
9,0.6,0.010589666931165708,0.2580018163915586,"{0: 0.2552617626638618, 3: 0.27023636046990474, 2: 0.2686589021569698, 1: 0.26875880731131463}",HasSubstanceAbuseProblem,30
10,0.7,0.00857871790864221,0.2679689084080757,"{0: 0.26583254115185784, 3: 0.27702379631384544, 2: 0.2758637827205509, 1: 0.2779903631055747}",HasSubstanceAbuseProblem,30
11,0.75,0.006711766405025924,0.2682025812092175,"{0: 0.2663959605830934, 3: 0.275933860625471, 2: 0.27560833307061633, 1: 0.2748829921680435}",HasSubstanceAbuseProblem,30
12,0.8,0.010259712054563433,0.2695717794634299,"{0: 0.2668695268048999, 3: 0.2807217297881, 2: 0.27994007273597993, 1: 0.28178398201703114}",HasSubstanceAbuseProblem,30
13,0.9,0.01160182547341344,0.27054077153186307,"{0: 0.2675077073730477, 3: 0.28450630015976075, 2: 0.28194378661754327, 1: 0.28277244562859816}",HasSubstanceAbuseProblem,30
14,0.95,0.008445709213359036,0.27020687745352917,"{0: 0.26785642249418157, 3: 0.280199743253358, 2: 0.2794704952307312, 1: 0.27985088802638414}",HasSubstanceAbuseProblem,30
15,0.99,0.008875120983046776,0.27036816853097334,"{0: 0.2681146049878842, 3: 0.2811176830339905, 2: 0.2787813271839494, 1: 0.27907424794285973}",HasSubstanceAbuseProblem,30
16,0.999,0.008404087651368956,0.2704945471508427,"{0: 0.26827039558854743, 3: 0.2804964950159754, 2: 0.2789758957519162, 1: 0.2795197221685055}",HasSubstanceAbuseProblem,30
17,0.9995,0.0081688313382968,0.27048940822118345,"{0: 0.26828473941394126, 3: 0.2801688182132125, 2: 0.27900120705092946, 1: 0.2795197221685055}",HasSubstanceAbuseProblem,30
18,0.9999,0.0081688313382968,0.27048940822118345,"{0: 0.26828473941394126, 3: 0.2801688182132125, 2: 0.27900120705092946, 1: 0.2795197221685055}",HasSubstanceAbuseProblem,30
19,1.0,0.0081688313382968,0.27048940822118345,"{0: 0.26828473941394126, 3: 0.2801688182132125, 2: 0.27900120705092946, 1: 0.2795197221685055}",HasSubstanceAbuseProblem,30
0,0.0,0.022488451676745114,0.21498977117138132,"{0: 0.2167930506224404, 1: 0.19813104947339605}",ReceiveSubstanceAbuseServices,30
1,0.05,0.0012048968835483603,0.2179278969332038,"{0: 0.2178262082439971, 1: 0.2188785767128474}",ReceiveSubstanceAbuseServices,30
2,0.1,0.0021175394294763628,0.21938130620775276,"{0: 0.21920113628292584, 1: 0.22106570105804657}",ReceiveSubstanceAbuseServices,30
3,0.15,0.002187823293309881,0.22042841154509282,"{0: 0.22024135176993118, 1: 0.22217721907932492}",ReceiveSubstanceAbuseServices,30
4,0.2,0.002644013429995313,0.22093142154602663,"{0: 0.2207046739689399, 1: 0.2230512673056805}",ReceiveSubstanceAbuseServices,30
5,0.25,0.0026364296876444024,0.22127132149846634,"{0: 0.22104487922971774, 1: 0.2233883129538122}",ReceiveSubstanceAbuseServices,30
6,0.3,0.0028499041516470394,0.2215821789697112,"{0: 0.2213369727342406, 1: 0.22387459331513138}",ReceiveSubstanceAbuseServices,30
7,0.4,0.0025966067385259028,0.22798957962577926,"{0: 0.22775980115820418, 1: 0.2301377609488477}",ReceiveSubstanceAbuseServices,30
8,0.5,0.0008858440456388757,0.24524989461151417,"{0: 0.2451658031127465, 1: 0.24603605960333402}",ReceiveSubstanceAbuseServices,30
9,0.6,0.0006128765465954768,0.2632598602547774,"{0: 0.26332216099607336, 1: 0.2626774153883031}",ReceiveSubstanceAbuseServices,30
10,0.7,0.0006422808876645541,0.26355410526747836,"{0: 0.2636194649247669, 1: 0.26294306282929336}",ReceiveSubstanceAbuseServices,30
